Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	22961	26048
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	598	598
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1990	2019
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	3838	3838
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	4674	5314
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	11230	11230
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	431	431
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	1877	2756
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	4193	4193
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1235	1287
National Institute of Technology Delhi	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1747	1747
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	11123	13946
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	18497	23372
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	2771	3475
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	5795	7450
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	10637	19260
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	2095	2982
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	5965	5965
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	1896	2626
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	3817	10036
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	15910	18083
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	304	304
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1364	1530
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	3096	3096
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	3668	4020
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Female-only (including Supernumerary)	382	382
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	1459	1836
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	4099	4099
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1117	1194
National Institute of Technology Delhi	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1211	1211
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	15878	22008
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	37114	40113
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	4501	4753
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	10988	11444
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	22499	22499
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	4245	5480
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	2982	2982
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	5320	5320
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	15444	19058
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	22256	22256
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	1044	1044
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2733	2834
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	6095	6857
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	11918	13994
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2173	3644
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	6227	6227
National Institute of Technology Delhi	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1375	1375
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	14639	14941
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	24002	24002
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	892	892
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	3824	4675
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	8560	8655
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	19609	19609
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	2801	2801
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	10790	10790
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	10835	11918
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	20667	20667
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	4261	4261
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	5082	5189
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2355	2520
National Institute of Technology Delhi	VLSI Design and Technology (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1078	1078
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	11447	12904
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	20197	21693
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	1027	1027
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	3927	4217
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	8351	8351
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	7745	14137
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	12922	19337
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	1603	2452
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	4913	4913
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	2652	2652
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	3586	3586
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	9538	11715
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	16465	17750
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1549	1709
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	3234	3234
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	2976	4052
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	8962	9593
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	430	430
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2263	2675
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1001	1001
National Institute of Technology Durgapur	B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2213	2213
National Institute of Technology Durgapur	Bio Technology (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	32040	48670
National Institute of Technology Durgapur	Bio Technology (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	39884	48116
National Institute of Technology Durgapur	Bio Technology (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	1768	1768
National Institute of Technology Durgapur	Bio Technology (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	12984	14508
National Institute of Technology Durgapur	Bio Technology (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	17983	17983
National Institute of Technology Durgapur	Bio Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	29666	32550
National Institute of Technology Durgapur	Bio Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	34937	36636
National Institute of Technology Durgapur	Bio Technology (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	5433	7157
National Institute of Technology Durgapur	Bio Technology (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	6167	6167
